rank,lemma,reading,score,model_score,correction_delta,band,core_rank,pmw,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,translations,rank_base,frequency_blend,learner_source_confidence,goethe_stem_learner_source_known,openlingo_learner_source_known,wordfreq_de_commonness_score,opensubtitles_cistem_frequency_score,translation_count_score,reverse_support_score
77,leben,,0.153964,0.153964,0.0,0.15-0.20,59.0,1379.291913,normal_vocab,SUB:AKK:PLU:NEU|SUB:AKK:SIN:NEU|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:NEU|SUB:DAT:SIN:NEU|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:NEU|SUB:NOM:PLU:NEU|SUB:NOM:SIN:NEU|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,life; risk one's life (to do …); sacrifice one's life,0.367198,0.287666,0.98056,0.0,1.0,0.781333,0.069005,1.0,0.333333
78,jahr,,0.1551,0.1551,0.0,0.15-0.20,329.0,493.449373,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,year; year after year; year-on-year,0.520087,0.423482,0.986392,1.0,1.0,0.778667,0.767538,1.0,0.333333
79,wissen,,0.156758,0.156758,0.0,0.15-0.20,102.0,1065.962001,normal_vocab,SUB:AKK:SIN:NEU|SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,knowledge; knowledge as an image of reality; knowledge as a copy of reality,0.415662,0.327295,0.986392,1.0,1.0,0.74,0.101091,0.897712,0.333333
80,wichtig,,0.157557,0.157557,0.0,0.15-0.20,56.0,1417.292387,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,significant; major; a major contribution,0.362598,0.283768,0.988336,1.0,1.0,0.705333,0.700804,1.0,1.0
81,zum,,0.157691,0.157691,0.0,0.15-0.20,278.0,547.039784,normal_vocab,PRP:LOK+TMP:DAT,other,,,,,,,,the; go to the window,0.505031,0.410016,0.76,0.0,0.0,0.854667,0.793948,0.428317,0.333333
82,nicht,,0.157867,0.157867,0.0,0.15-0.20,436.0,377.081622,normal_vocab,NEG,other,,,,,,,,not; not to say; noddies,0.545274,0.450855,0.988336,1.0,1.0,0.934667,0.783708,0.758654,1.0
83,finden,,0.158008,0.158008,0.0,0.15-0.20,40.0,1739.530835,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,think; think sth. is good; we all think he is very nice.,0.333049,0.2572,0.986392,1.0,1.0,0.746667,0.069005,0.698555,0.666667
84,mai,,0.158419,0.158419,0.0,0.15-0.20,281.0,544.951846,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,may,0.50599,0.410736,0.892,0.0,0.0,0.689333,0.550492,0.270238,0.333333
85,april,,0.158582,0.158582,0.0,0.15-0.20,341.0,475.632301,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,april; all fools day; april fools' day,0.523291,0.427093,0.988336,1.0,1.0,0.681333,0.532387,0.627474,0.333333
86,august,,0.158742,0.158742,0.0,0.15-0.20,353.0,459.485579,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,august,0.526383,0.43053,0.9352,1.0,0.0,0.682667,0.514186,0.270238,0.333333
87,million,,0.158842,0.158842,0.0,0.15-0.20,73.0,1259.722658,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,million,0.386007,0.302577,0.9514,1.0,1.0,0.590667,0.0,0.270238,0.333333
88,beispiel,,0.158842,0.158842,0.0,0.15-0.20,239.0,593.948793,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,example; worked-out example; worked example,0.491527,0.398451,0.993002,1.0,1.0,0.713333,0.609744,1.0,0.333333
89,november,,0.159123,0.159123,0.0,0.15-0.20,326.0,496.372486,normal_vocab,SUB:AKK:PLU:MAS|SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:GEN:PLU:MAS|SUB:GEN:SIN:MAS|SUB:NOM:PLU:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,november,0.519268,0.422734,0.892,0.0,0.0,0.682667,0.0,0.270238,0.333333
90,mehrere,,0.159536,0.159536,0.0,0.15-0.20,98.0,1071.947424,normal_vocab,PRO:IND:AKK:PLU:FEM:B/S|PRO:IND:AKK:PLU:MAS:B/S|PRO:IND:AKK:PLU:NEU:B/S|PRO:IND:NOM:PLU:FEM:B/S|PRO:IND:NOM:PLU:MAS:B/S|PRO:IND:NOM:PLU:NEU:B/S,other,,,,,,,,several; a number of; quite a few,0.41211,0.325059,0.874,1.0,1.0,0.698667,0.0,0.627474,1.0
91,ein,,0.159631,0.159631,0.0,0.15-0.20,227.0,610.373907,normal_vocab,ART:IND:AKK:SIN:NEU|ART:IND:NOM:SIN:MAS|ART:IND:NOM:SIN:NEU|VER:IMP:SIN:SFT|ZUS,verb,,,,,,,,a; an; one,0.486927,0.394549,0.76,0.0,0.0,0.921333,0.906536,0.810714,1.0
92,neu,,0.160031,0.160031,0.0,0.15-0.20,50.0,1454.040098,normal_vocab,ADJ:PRD:GRU|ZUS,adjective,,,,,,,,recent; a recent discovery; new,0.352623,0.276993,0.98056,0.0,1.0,0.714667,0.750881,1.0,1.0
93,wasser,,0.160363,0.160363,0.0,0.15-0.20,375.0,432.899167,normal_vocab,SUB:AKK:PLU:NEU|SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:GEN:PLU:NEU|SUB:NOM:PLU:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,water; headsword; waterborne,0.531791,0.436501,0.986392,1.0,1.0,0.709333,0.0,0.810714,0.666667
94,aber,,0.160779,0.160779,0.0,0.15-0.20,75.0,1250.953318,normal_vocab,ADV:MOD|KON:NEB|SUB:AKK:PLU:NEU|SUB:AKK:SIN:NEU|SUB:DAT:PLU:NEU|SUB:DAT:SIN:NEU|SUB:GEN:PLU:NEU|SUB:GEN:SIN:NEU|SUB:NOM:PLU:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,but; but for all that; however,0.388398,0.304244,0.9244,1.0,0.0,0.884,0.877794,0.897712,1.0
95,an,,0.160862,0.160862,0.0,0.15-0.20,267.0,560.541784,normal_vocab,PRP:LOK+TMP+MOD:DAT+AKK|ZUS,other,,,,,,,,at; by; seize sb. by the hair,0.501423,0.406806,0.892,0.0,0.0,0.892,0.859953,0.897712,1.0
96,nie,,0.161414,0.161414,0.0,0.15-0.20,300.0,521.149351,normal_vocab,NEG,other,,,,,,,,hardly ever; almost never; he is hardly ever/almost never at home.,0.511838,0.416198,0.98056,0.0,1.0,0.756,0.783869,0.856635,1.0
97,hand,,0.162248,0.162248,0.0,0.15-0.20,387.0,423.990632,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,hand; by hand; manual,0.534608,0.439096,0.986392,1.0,1.0,0.706667,0.720979,1.0,0.333333
98,man,,0.162574,0.162574,0.0,0.15-0.20,234.0,605.223659,normal_vocab,PRO:IND:NOM:SIN:ALG:STV,other,,,,,,,,one; you; we,0.489639,0.396466,0.76,0.0,0.0,0.861333,0.813856,0.698555,1.0
99,viel,,0.162928,0.162928,0.0,0.15-0.20,60.0,1365.093934,normal_vocab,ADJ:PRD:GRU|ADV:MOD|ZUS,adjective,,,,,,,,much; a lot; lots,0.368681,0.289003,0.986392,1.0,1.0,0.8,0.811848,1.0,1.0
100,also,,0.163034,0.163034,0.0,0.15-0.20,104.0,1061.090146,normal_vocab,ADV:MOD,adverb,,,,,,,,so; therefore; thence,0.417387,0.328474,0.986392,1.0,1.0,0.8,0.806846,0.758654,1.0
101,liegen,,0.163541,0.163541,0.0,0.15-0.20,38.0,1761.384587,normal_vocab,SUB:AKK:PLU:FEM|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:FEM|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON|ZUS,noun,,,,,,,,recumbency; lie; be located,0.328564,0.254105,0.986392,1.0,1.0,0.693333,0.0,0.627474,1.0
102,jung,,0.164033,0.164033,0.0,0.15-0.20,65.0,1324.448739,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,young; mature; we'll never be that young again.,0.375746,0.294411,0.986392,1.0,1.0,0.626667,0.771273,0.627474,0.666667
103,letzt,,0.164485,0.164485,0.0,0.15-0.20,111.0,1034.225342,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,,0.423175,0.332949,0.97408,1.0,1.0,0.477333,0.619553,0.0,0.0
104,wort,,0.164817,0.164817,0.0,0.15-0.20,386.0,424.965003,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,word; have a frank talk with sb.; have the final say,0.534377,0.438853,0.986392,1.0,1.0,0.696,0.697749,1.0,0.333333
105,nehmen,,0.164964,0.164964,0.0,0.15-0.20,64.0,1339.760285,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,take a medication; accept a credit card; negotiate,0.374377,0.293079,0.986392,1.0,1.0,0.726667,0.043538,0.540476,0.666667
106,wo,,0.165255,0.165255,0.0,0.15-0.20,121.0,975.206292,normal_vocab,ADV,adverb,,,,,,,,when; on which; we are living in a time when …,0.430845,0.340125,0.9568,0.0,1.0,0.786667,0.81213,0.698555,1.0
107,dürfen,,0.165805,0.165805,0.0,0.15-0.20,46.0,1567.902322,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:MOD:1:PLU:KJ1|VER:MOD:1:PLU:PRÄ|VER:MOD:3:PLU:KJ1|VER:MOD:3:PLU:PRÄ|VER:MOD:INF,noun,,,,,,,,may; might; dare,0.345298,0.269168,0.98056,0.0,1.0,0.696,0.0,0.540476,1.0
108,spät,,0.166026,0.166026,0.0,0.15-0.20,118.0,979.242972,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,late; it's getting late.; latish,0.428612,0.338689,0.98056,0.0,1.0,0.641333,0.144629,0.627474,0.666667
109,gruppe,,0.166203,0.166203,0.0,0.15-0.20,334.0,484.123249,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,bank; posse; element group,0.521436,0.425183,0.988336,1.0,1.0,0.7,0.0,1.0,1.0
110,was,,0.166551,0.166551,0.0,0.15-0.20,90.0,1102.848908,normal_vocab,ADV:MOD|PRO:IND:SIN:ALG:3:B/S|PRO:RIN:AKK:NEU|PRO:RIN:NOM:NEU,adverb,,,,,,,,what; what about me?; whatever,0.404553,0.319472,0.892,0.0,0.0,0.865333,0.922432,0.897712,1.0
111,sehen,,0.166609,0.166609,0.0,0.15-0.20,20.0,2272.651031,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,eyesight; sight; vision,0.273046,0.210735,0.98056,0.0,1.0,0.758667,0.138011,0.810714,1.0
112,freuen,,0.166762,0.166762,0.0,0.15-0.20,273.0,554.417165,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,,0.503409,0.40845,0.96976,1.0,1.0,0.656,0.0,0.0,0.0
113,werden,,0.166802,0.166802,0.0,0.15-0.20,11.0,3115.06446,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:AUX:1:PLU:KJ1|VER:AUX:1:PLU:PRÄ|VER:AUX:3:PLU:KJ1|VER:AUX:3:PLU:PRÄ|VER:AUX:INF|VER:INF:NON,noun,,,,,,,,development; becoming; be in (a state of) development,0.222857,0.167251,0.986392,1.0,1.0,0.865333,0.112543,0.968794,1.0
114,name,,0.167198,0.167198,0.0,0.15-0.20,418.0,397.961003,normal_vocab,SUB:NOM:SIN:MAS,noun,,,,,,,,name; sb.'s maiden name; give sb./sth. a name,0.541502,0.446072,0.98056,0.0,1.0,0.685333,0.0,1.0,0.333333
115,kommen,,0.167401,0.167401,0.0,0.15-0.20,3.0,4234.616872,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,have an orgasm; cum; be tested,0.124329,0.097594,0.986392,1.0,1.0,0.761333,0.069005,1.0,1.0
116,so,,0.168013,0.168013,0.0,0.15-0.20,68.0,1305.100513,normal_vocab,ADV:MOD|KON:PRI|KON:UNT,adverb,,,,,,,,in this way; in that way; that way,0.379733,0.297344,0.76,0.0,0.0,0.892,0.875624,1.0,1.0
117,stehen,,0.168255,0.168255,0.0,0.15-0.20,10.0,3143.321222,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON|ZUS,noun,,,,,,,,standing position; be on; say,0.215053,0.162504,0.986392,1.0,1.0,0.733333,0.069005,0.897712,1.0
118,welcher,,0.168498,0.168498,0.0,0.15-0.20,127.0,939.015365,normal_vocab,PRO:RIN:DAT:SIN:FEM:B/S|PRO:RIN:GEN:PLU:FEM:B/S|PRO:RIN:GEN:PLU:MAS:B/S|PRO:RIN:GEN:PLU:NEU:B/S|PRO:RIN:GEN:SIN:FEM:B/S|PRO:RIN:NOM:SIN:MAS:B/S,other,,,,,,,,which; who; some,0.435151,0.344396,0.96598,1.0,1.0,0.670667,0.0,0.627474,1.0
119,etwas,,0.169091,0.169091,0.0,0.15-0.20,71.0,1273.920637,normal_vocab,ADV:MOD|PRO:IND:SIN:ALG:3:B/S,adverb,,,,,,,,something; that certain something; some,0.38355,0.300661,0.991835,1.0,1.0,0.792,0.043538,0.897712,1.0
120,sagen,,0.169587,0.169587,0.0,0.15-0.20,23.0,2089.19087,normal_vocab,SUB:AKK:PLU:FEM|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:FEM|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,legends; sagas; fables,0.285021,0.221561,0.98056,0.0,1.0,0.757333,0.170096,0.897712,1.0
121,eltern,,0.169593,0.169593,0.0,0.15-0.20,446.0,370.957004,normal_vocab,SUB:AKK:PLU:NOG|SUB:DAT:PLU:NOG|SUB:GEN:PLU:NOG|SUB:NOM:PLU:NOG,noun,,,,,,,,parents; teenage parents; unnatural parents,0.547303,0.452794,0.98056,0.0,1.0,0.701333,0.043538,0.540476,0.333333
122,haben,,0.169868,0.169868,0.0,0.15-0.20,13.0,2743.96826,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:AUX:1:PLU:KJ1|VER:AUX:1:PLU:PRÄ|VER:AUX:3:PLU:KJ1|VER:AUX:3:PLU:PRÄ|VER:AUX:INF|VER:INF:NON,noun,,,,,,,,hold; have; own,0.236682,0.181244,0.98056,0.0,1.0,0.86,0.255042,0.968794,1.0
123,wochenende,,0.169925,0.169925,0.0,0.15-0.20,361.0,448.349909,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,weekend; at the weeksends; earlier in the weekend,0.528388,0.432866,0.988336,1.0,1.0,0.661333,0.0,0.758654,0.333333
124,machen,,0.169996,0.169996,0.0,0.15-0.20,8.0,3305.902002,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:SFT|VER:1:PLU:PRÄ:SFT|VER:3:PLU:KJ1:SFT|VER:3:PLU:PRÄ:SFT|VER:INF:SFT,noun,,,,,,,,make; put in; send in,0.197056,0.150066,0.986392,1.0,1.0,0.797333,0.138011,0.968794,1.0
125,kurz,,0.170238,0.170238,0.0,0.15-0.20,87.0,1139.179031,normal_vocab,ADJ:PRD:GRU|ZUS,adjective,,,,,,,,momentarily; momently; fleeting,0.401547,0.316187,0.986392,1.0,1.0,0.724,0.700524,1.0,1.0
126,nachdem,,0.170513,0.170513,0.0,0.15-0.20,328.0,494.980527,normal_vocab,KON:UNT,other,,,,,,,,after,0.519815,0.423176,0.9244,1.0,1.0,0.708,0.0,0.270238,0.333333
127,zwei,,0.171029,0.171029,0.0,0.15-0.20,441.0,374.993684,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM|ZAL,noun,,,,,,,,a brace of; a brace of men at a table; deuce,0.546294,0.451695,0.986392,1.0,1.0,0.792,0.766523,0.856635,1.0
128,einmal,,0.171504,0.171504,0.0,0.15-0.20,124.0,949.594251,normal_vocab,ADV:MOD,adverb,,,,,,,,once; once a month; once a week,0.433024,0.342663,0.988336,1.0,1.0,0.754667,0.707302,0.856635,0.666667
129,wohnung,,0.171851,0.171851,0.0,0.15-0.20,404.0,409.653457,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,flat; apartment; owner-occupied flat,0.538454,0.44294,0.986392,1.0,1.0,0.677333,0.633924,0.698555,0.666667
130,möglich,,0.172538,0.172538,0.0,0.15-0.20,103.0,1063.874063,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,conceivable; supposable; presumable,0.416529,0.32787,0.98056,0.0,1.0,0.72,0.240482,1.0,1.0
131,einfach,,0.172617,0.172617,0.0,0.15-0.20,117.0,979.242972,normal_vocab,ADJ:PRD:GRU,adjective,,,,,,,,unpretentious; frugal; conveniently,0.427855,0.338272,0.988336,1.0,1.0,0.793333,0.78024,1.0,1.0
132,bank,,0.172804,0.172804,0.0,0.15-0.20,456.0,362.048468,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,bank; settle; bank for international settlements,0.549288,0.455107,0.986392,1.0,1.0,0.654667,0.619167,0.968794,1.0
133,information,,0.173159,0.173159,0.0,0.15-0.20,429.0,382.510261,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,piece of information; information; for your information,0.543826,0.44934,0.988336,1.0,1.0,0.617333,0.0,0.758654,1.0
134,aus,,0.173211,0.173211,0.0,0.15-0.20,360.0,451.829806,normal_vocab,PRP:LOK+TMP+MOD+CAU:DAT|ZUS,other,,,,,,,,out of bounds; when the ball goes out of bounds; out of play,0.528139,0.432341,0.892,0.0,0.0,0.88,0.836106,1.0,1.0
135,acht,,0.173297,0.173297,0.0,0.15-0.20,412.0,401.4409,normal_vocab,SUB:AKK:PLU:FEM|SUB:AKK:SIN:FEM|SUB:DAT:PLU:FEM|SUB:DAT:SIN:FEM|SUB:GEN:PLU:FEM|SUB:GEN:SIN:FEM|SUB:NOM:PLU:FEM|SUB:NOM:SIN:FEM|ZAL|ZUS,noun,,,,,,,,eight; a week ago; every week,0.540208,0.444923,0.986392,1.0,1.0,0.664,0.573604,0.540476,0.333333
136,geben,,0.173896,0.173896,0.0,0.15-0.20,15.0,2593.49752,normal_vocab,SUB:AKK:SIN:NEU:INF|SUB:DAT:SIN:NEU:INF|SUB:NOM:SIN:NEU:INF|VER:1:PLU:KJ1:NON|VER:1:PLU:PRÄ:NON|VER:3:PLU:KJ1:NON|VER:3:PLU:PRÄ:NON|VER:INF:NON,noun,,,,,,,,perform sth.; what's on tonight?; deal,0.248657,0.190671,0.98056,0.0,1.0,0.746667,0.043538,0.968794,1.0
137,schwer,,0.17442,0.17442,0.0,0.15-0.20,107.0,1059.698187,normal_vocab,ADJ:PRD:GRU|ZUS,adjective,,,,,,,,pregnantly; heavy; a heavy perfume,0.419913,0.32993,0.988336,1.0,1.0,0.705333,0.693859,1.0,1.0
138,zurück,,0.174685,0.174685,0.0,0.15-0.20,154.0,815.68782,normal_vocab,ADV:TMP+LOK+MOD|SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:GEN:SIN:NEU|SUB:NOM:SIN:NEU|ZUS,noun,,,,,,,,back; return; aback,0.452316,0.360923,0.98056,0.0,1.0,0.742667,0.327558,0.758654,1.0
139,datum,,0.174721,0.174721,0.0,0.15-0.20,452.0,365.249973,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,date; please save the date in your calendar.; datum,0.548499,0.454231,0.988336,1.0,1.0,0.585333,0.486229,0.540476,0.666667
140,wollen,,0.174807,0.174807,0.0,0.15-0.20,24.0,2029.615036,normal_vocab,SUB:AKK:PLU:FEM|SUB:AKK:SIN:NEU|SUB:AKK:SIN:NEU:INF|SUB:DAT:PLU:FEM|SUB:DAT:SIN:NEU|SUB:DAT:SIN:NEU:INF|SUB:GEN:PLU:FEM|SUB:NOM:PLU:FEM|SUB:NOM:SIN:NEU|SUB:NOM:SIN:NEU:INF|VER:MOD:1:PLU:KJ1|VER:MOD:1:PLU:PRÄ|VER:MOD:3:PLU:KJ1|VER:MOD:3:PLU:PRÄ|VER:MOD:INF,noun,,,,,,,,volition; want; wanna,0.288682,0.225032,0.986392,1.0,1.0,0.761333,0.087075,0.810714,1.0
141,zug,,0.174836,0.174836,0.0,0.15-0.20,416.0,398.378591,normal_vocab,SUB:AKK:SIN:MAS|SUB:DAT:SIN:MAS|SUB:NOM:SIN:MAS,noun,,,,,,,,strain; character trait; trait,0.541073,0.445783,0.98056,0.0,1.0,0.654667,0.624976,1.0,1.0
142,gespräch,,0.175198,0.175198,0.0,0.15-0.20,340.0,476.467476,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,interview; conversation; break off a conversation,0.523028,0.42686,0.98056,0.0,1.0,0.64,0.0,1.0,1.0
143,mutter,,0.175471,0.175471,0.0,0.15-0.20,485.0,341.865066,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,mother; single mother; mother of three,0.554805,0.461024,0.986392,1.0,1.0,0.701333,0.087075,0.698555,1.0
144,person,,0.176153,0.176153,0.0,0.15-0.20,176.0,775.181821,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,character; person; individual,0.464219,0.370033,0.892,1.0,1.0,0.705333,0.0,0.856635,1.0
145,schnell,,0.176452,0.176452,0.0,0.15-0.20,132.0,904.912376,normal_vocab,ADJ:PRD:GRU|VER:IMP:SIN:SFT,adjective,,,,,,,,fast; slippy; quickly,0.438587,0.348148,0.988336,1.0,1.0,0.734667,0.735892,1.0,1.0
146,musik,,0.17694,0.17694,0.0,0.15-0.20,622.0,272.406325,normal_vocab,SUB:AKK:SIN:FEM|SUB:DAT:SIN:FEM|SUB:GEN:SIN:FEM|SUB:NOM:SIN:FEM,noun,,,,,,,,music; listen to music while exercising; sound like music to sb.'s ears,0.577077,0.484679,0.9514,1.0,1.0,0.709333,0.712245,0.540476,0.333333
147,durch,,0.17704,0.17704,0.0,0.15-0.20,481.0,342.700241,normal_vocab,PRP:LOK+CAU:AKK|ZUS,other,,,,,,,,by means of; through; walk through the town,0.554064,0.460493,0.97408,1.0,1.0,0.834667,0.746332,0.897712,1.0
148,warum,,0.17739,0.17739,0.0,0.15-0.20,303.0,517.669455,normal_vocab,ADV:INR,adverb,,,,,,,,"why; why on earth …; well, why not?",0.512727,0.417024,0.988336,1.0,1.0,0.766667,0.802672,0.540476,0.333333
149,krankenhaus,,0.177676,0.177676,0.0,0.15-0.20,405.0,409.514261,normal_vocab,SUB:AKK:SIN:NEU|SUB:DAT:SIN:NEU|SUB:NOM:SIN:NEU,noun,,,,,,,,hospital; go into (the) hospital; be in (the) hospital,0.538675,0.443079,0.9352,1.0,1.0,0.633333,0.0,0.856635,0.333333
150,oft,,0.17835,0.17835,0.0,0.15-0.20,205.0,683.173349,normal_vocab,ADV:TMP,adverb,,,,,,,,often; frequently; be used least often / least frequently,0.477826,0.383875,0.98056,0.0,1.0,0.730667,0.661261,0.810714,0.666667
151,jetzt,,0.178355,0.178355,0.0,0.15-0.20,325.0,497.068465,normal_vocab,ADV:TMP,adverb,,,,,,,,now; not right now.; not at this very moment.,0.518993,0.422513,0.988336,1.0,1.0,0.828,0.753824,0.627474,0.666667
152,dann,,0.178493,0.178493,0.0,0.15-0.20,370.0,435.265497,normal_vocab,ADV:TMP,adverb,,,,,,,,then; now and then; even then,0.53059,0.435566,0.986392,1.0,1.0,0.846667,0.835426,0.540476,0.333333
